live_weight_kg,backfat_mm,loin_depth_mm,age_days,market_class,value_usd
122.9,17.3,67.8,177,market_hog,297.33
132.4,14.2,61.8,173,market_hog,298.91
119.9,15,56.2,174,market_hog,274.1
126.9,16.7,69.7,173,market_hog,300.34
125.4,17.9,60.2,166,market_hog,284.67
115.7,22.4,56.5,192,market_hog,248.65
117.1,19.3,53.2,173,market_hog,250.29
125.1,15.7,58.8,180,market_hog,291.09
136.9,16.2,54.7,172,market_hog,296
128.5,21.4,58.9,172,market_hog,274.61
114.6,20.8,65.7,171,market_hog,251.89
106.3,18.1,60.1,163,market_hog,236.37
129.4,16.9,63.8,174,market_hog,304.26
124.4,20.8,58.4,172,market_hog,282.78
131.8,15.5,62.3,184,market_hog,307.33
119.7,19,71.6,165,market_hog,303.46
127.1,23.7,60.3,170,market_hog,286.21
130.1,18.5,63.9,168,market_hog,319.15
122.3,16.1,54.2,187,market_hog,300.95
122.4,19,69.6,168,market_hog,279.57
125.2,16.8,59.6,179,market_hog,270.51
128.3,14.5,67.3,183,market_hog,308.68
124.9,19.8,61.4,174,market_hog,288.33
130.8,20.8,65.1,164,market_hog,295.01
122.2,17.2,65.4,164,market_hog,296.17
117,17.1,59.7,182,market_hog,268.03
136.9,15.6,67.5,165,market_hog,307.72
121.4,17.6,58.2,178,market_hog,272.96
121.6,16.6,65.9,176,market_hog,289.67
124.6,15.5,60,178,market_hog,297.03
125.4,22.7,63.7,179,market_hog,278.87
122.7,19.2,59.7,168,market_hog,276.66
124.9,19.4,62.2,167,market_hog,290.86
124.8,20.2,56.6,181,market_hog,274.54
126,19.9,63.2,170,market_hog,297.49
110.9,17,62.2,153,market_hog,248.57
136.3,18.7,59.3,180,market_hog,285.52
124.1,17.3,61.7,167,market_hog,290.8
128.5,19.1,62.7,179,market_hog,296.12
116.7,18.9,58.9,186,market_hog,257.68
122.2,17,61.4,175,market_hog,295.69
121,14.7,57,183,market_hog,295.86
133.8,18.4,73.7,176,market_hog,310.65
121.5,17.5,67.3,188,market_hog,303.26
129.5,13.3,63.4,167,market_hog,287.66
121.1,19.3,67.9,175,market_hog,296.43
122.3,20.4,52.1,180,market_hog,257.53
123.5,24.3,49.2,173,market_hog,262.34
132.7,17,60,184,market_hog,289.49
113.7,16.7,55.1,172,market_hog,254.24
117.1,15.2,60.8,192,market_hog,269.42
113.3,18.5,63,192,market_hog,260.11
118.5,18.5,66.6,177,market_hog,296.17
120.1,16,56.3,179,market_hog,273.97
115.3,17.6,64,185,market_hog,287.9
120.6,13.1,62.1,166,market_hog,287.36
112.9,20.3,63.7,165,market_hog,269.97
118.9,16.1,59.4,185,market_hog,263.5
132.2,17.9,68.9,177,market_hog,306.06
127.4,14.4,61.5,173,market_hog,294.76
126.1,16.5,70.9,175,market_hog,319.37
119,17.3,58,156,market_hog,273.72
115.8,18,65.7,173,market_hog,257.45
118.2,19.2,61.7,169,market_hog,261.57
124.7,21.6,60.4,182,market_hog,270.76
130.2,19.8,65.2,183,market_hog,304.64
130.4,20.4,60.5,180,market_hog,295.56
128.8,21.6,48.7,178,market_hog,264.85
120.6,19.4,46.7,163,market_hog,250.36
125.1,17.9,68.4,180,market_hog,304.66
123.1,20.5,68.2,180,market_hog,280.85
123.8,20.7,71.4,185,market_hog,299.24
137.2,19.6,61.9,192,market_hog,299.91
114.4,14.4,55.5,161,market_hog,259.88
123.6,15.9,59.9,172,market_hog,290.75
132.3,17.3,62.1,169,market_hog,300.25
116.2,19.9,57,176,market_hog,262.38
121.1,17.9,70.2,175,market_hog,283.4
121.8,20.8,73.2,173,market_hog,299.15
123.7,21.3,64.4,183,market_hog,291.91
115.4,21,61.9,166,market_hog,263.91
128.6,21,55.5,167,market_hog,283.22
129,15.4,69.7,167,market_hog,310.51
128.1,19.2,62.4,172,market_hog,298.86
119.8,16.5,60.6,165,market_hog,280.13
125.5,13.9,64.4,175,market_hog,292.39
119.6,17.3,59.1,174,market_hog,281.86
123,21.3,62.7,169,market_hog,266.78
137.9,19.2,54.8,182,market_hog,289.45
125.6,23,67.4,175,market_hog,284.96
117.9,18.4,61.5,184,market_hog,269.01
126.1,24.1,67.8,173,market_hog,288.59
116.9,18.4,61,175,market_hog,263.6
117.8,18.1,61.3,170,market_hog,276.75
118.8,14.8,55.9,175,market_hog,274.07
122.3,20.8,65.8,181,market_hog,279.2
130.6,16.7,57.6,172,market_hog,303.08
128.5,16.4,59.6,179,market_hog,295.27
128.1,21.2,62,168,market_hog,292.18
118.4,20.9,62.6,181,market_hog,281.82
121.8,20.8,53.5,170,market_hog,275.89
126.6,17.1,60.8,182,market_hog,296.1
121.2,17.9,66,175,market_hog,285.56
123.3,17.9,60.1,187,market_hog,271.88
127.6,20,60.9,166,market_hog,288.87
122.9,21.9,62.8,163,market_hog,287.37
126.4,18.9,61.4,170,market_hog,291.3
134.6,22.9,56.8,164,market_hog,254.21
124,20.2,61.8,164,market_hog,289.5
132.1,17.4,67,180,market_hog,313.87
128.4,20.1,56.7,175,market_hog,279.35
116.2,22.3,60.1,171,market_hog,266.16
118.4,23,55.1,172,market_hog,260.06
120,21,66.7,170,market_hog,274.73
119.9,18.1,61.5,188,market_hog,288.15
124.5,17.5,57.7,169,market_hog,272.53
128.7,19.4,62.5,164,market_hog,291.77
132.5,22.2,56,181,market_hog,279.38
126.8,19.1,56.8,173,market_hog,275.15
122.3,19.1,54.7,191,market_hog,273.32
112.5,18.1,56.7,171,market_hog,261.17
125.4,17.2,68.8,182,market_hog,311.4
125.2,17.6,58.3,184,market_hog,290.33
126.1,18.3,64.3,171,market_hog,280
137.6,22.3,57.8,169,market_hog,274.76
132.4,17.4,65.8,181,market_hog,306.19
129.7,18.1,56.9,180,market_hog,287.31
119.2,15.8,62.2,164,market_hog,278.03
121.9,19.8,62.3,166,market_hog,295.33
124.4,21.4,73.6,155,market_hog,299.39
120.3,22.1,65.2,180,market_hog,280.77
128,18.5,59,173,market_hog,295.8
127.1,19.4,65.4,174,market_hog,294.92
118.5,17.6,72.7,161,market_hog,313.21
132.2,19.3,53.9,166,market_hog,275.53
125.6,18.8,57.8,171,market_hog,277.19
114.6,18.1,60.8,170,market_hog,255.66
124.7,18.3,59.9,176,market_hog,297.21
126.7,19.1,60.3,180,market_hog,293.28
130.8,17.3,55.5,193,market_hog,283.87
123,17.4,69,175,market_hog,290.19
130,22.3,54.9,184,market_hog,287.59
126.1,24.8,61,168,market_hog,278.51
117.1,15,67.2,162,market_hog,297.18
116.5,14.9,61.8,172,market_hog,275.93
131.7,15.6,57.1,162,market_hog,298.93
132.2,17.7,55.3,175,market_hog,290.75
126.9,20.2,60.9,169,market_hog,280.85
134,19.5,58.2,159,market_hog,289.19
131.3,18.4,63,189,market_hog,288.26
129.1,19.3,55,171,market_hog,285.61
119.5,16.3,66.1,162,market_hog,293.65
135.4,17.4,62.6,182,market_hog,309.76
128.2,17.9,62.9,169,market_hog,300.54
122.7,14,69.2,184,market_hog,302.6
121,15.1,59.8,169,market_hog,296.28
126.5,15.2,58.4,171,market_hog,298.65
115,19.9,59.3,178,market_hog,269.62
129.2,18.6,61,180,market_hog,303.78
119.3,19.5,61.5,181,market_hog,272.79
127.2,13.4,57.8,174,market_hog,298.32
121.9,14.3,51.9,179,market_hog,281.68
123.4,19.7,59.2,181,market_hog,269.36
120.5,11.1,63.8,177,market_hog,287.76
124,21.1,62.7,174,market_hog,271.7
136.3,13.4,68,163,market_hog,317.39
133.3,20.1,71.8,180,market_hog,306.44
127.1,15.8,65.8,175,market_hog,290.8
124.8,20.6,68.9,172,market_hog,294.97
130.1,26,65.8,185,market_hog,284.8
131.8,12.3,70.5,164,market_hog,331.08
120,19.7,71.3,188,market_hog,305.81
124.5,13.5,66.8,175,market_hog,307.97
114.1,19.1,65.5,178,market_hog,261.21
131.7,17.5,61,172,market_hog,302.06
137.4,18.3,61.8,162,market_hog,299.49
125.5,15.7,60.3,174,market_hog,289.9
112.2,20,65.1,178,market_hog,251.64
128.7,14.4,58.4,180,market_hog,292.37
119.6,21.1,61,173,market_hog,269.12
121,17,50.2,157,market_hog,272.09
128.8,14.5,70.6,163,market_hog,318.39
126.5,22,60.9,191,market_hog,296.27
122.1,17.8,64.3,166,market_hog,292.89
121.1,22.8,69.3,186,market_hog,286.32
125.8,21.1,63.5,168,market_hog,283.85
122.5,16,69.2,174,market_hog,290.94
118.3,17.8,55.8,180,market_hog,261.69
123,18.3,74,168,market_hog,297.2
127,21.8,67.4,188,market_hog,272.05
123.9,19.1,63,176,market_hog,278.29
116.5,18.4,69.1,179,market_hog,293.18
130.9,17.5,56.2,173,market_hog,291.91
108.6,17.9,60.6,180,market_hog,240.69
122.3,21.3,69.2,188,market_hog,291.43
121.3,18,52.7,174,market_hog,252.42
125.9,17,64.8,189,market_hog,298.86
128.4,16.6,64.7,170,market_hog,310.98
131.8,16.6,71.8,181,market_hog,314
120.7,14.5,54.1,179,market_hog,261.69
128.5,16.1,70,166,market_hog,306.52
126.2,21.7,59.2,177,market_hog,289.5
114.7,17.5,59.8,175,market_hog,265.27
136.4,19.8,55.9,168,market_hog,275.99
116.4,11.8,56.6,178,market_hog,293.49
127.5,19.4,64,176,market_hog,282.9
127.3,17.6,56.4,174,market_hog,282.92
126.7,16.8,65.7,174,market_hog,291.26
122,18.5,58.7,174,market_hog,269.2
130,16.8,55.9,172,market_hog,285.39
115.6,12.7,59.4,176,market_hog,279.84
124.6,20.3,63.7,170,market_hog,296.56
121.6,18.6,60.6,196,market_hog,276.23
120.9,17.2,62.2,164,market_hog,274.96
127.6,15.6,65.5,170,market_hog,306.75
131.5,14.3,67.4,171,market_hog,316.78
122.9,18.6,60.4,191,market_hog,283.53
129.7,22,56.8,164,market_hog,281.84
125.3,18.5,62.4,178,market_hog,288.15
119.6,14.5,64.4,177,market_hog,289.63
216.7,27.3,68.1,863,cull_sow,239.7
234.7,23.6,72.4,755,cull_sow,269.48
234.3,27.3,58.2,891,cull_sow,275.48
201,23.6,65.3,951,cull_sow,225.55
213.9,30.6,72,883,cull_sow,238.94
172.7,35.2,67.4,718,cull_sow,196.86
212,28.5,75.8,780,cull_sow,232.5
194.1,25.1,57.5,782,cull_sow,221.42
206.3,19.4,56.9,724,cull_sow,231.52
176.3,21.9,71.6,897,cull_sow,196.07
218.1,31.7,72.2,913,cull_sow,250.66
176.1,23.9,65.8,997,cull_sow,198.22
213,25.9,69.4,721,cull_sow,229.77
185.5,29,71.5,763,cull_sow,211.89
193,31.4,62.1,1083,cull_sow,216.97
233.1,26.4,62.8,825,cull_sow,265
221.8,25.8,68.1,855,cull_sow,253.16
233,27.2,72.4,824,cull_sow,258.26
241.2,25.1,60,1020,cull_sow,261.48
194.5,25.3,65.8,1026,cull_sow,217.4
240,28.2,65.5,1017,cull_sow,268.01
180.7,27.6,69.5,854,cull_sow,207.51
224.9,33.4,66.9,719,cull_sow,251.94
200.1,28.3,63.7,1139,cull_sow,222.12
191.4,30.5,74.5,978,cull_sow,223.84
222.3,23.8,63.8,782,cull_sow,240.78
228.9,28.6,65.2,1064,cull_sow,273.22
228.3,24.8,57.5,770,cull_sow,257.32
214.3,28.2,62.7,1062,cull_sow,228.54
212.6,29.1,70.1,1072,cull_sow,238.73
220.5,27.1,68.9,712,cull_sow,251.49
216.1,34.2,70.6,937,cull_sow,238.23
220.8,31.3,70.3,967,cull_sow,233.94
214.1,30.5,79.5,1242,cull_sow,232.39
226.9,29.3,62.5,739,cull_sow,255.08
177.5,32.3,57.3,1065,cull_sow,183.8
207.4,22.7,60.7,853,cull_sow,218.32
182.3,31.1,62.8,664,cull_sow,208.27
215.5,24,61.2,832,cull_sow,236.73
242.8,25.3,67.6,850,cull_sow,262.89
200.5,28.7,74.5,691,cull_sow,221.47
212.5,30.7,76.2,897,cull_sow,226.6
225.1,23.5,70,994,cull_sow,254.23
168.6,25.5,79.8,886,cull_sow,186.54
199.6,27.3,64.9,769,cull_sow,218.27
217.3,26.4,57.2,828,cull_sow,242.38
152.1,29.6,73.3,849,cull_sow,172.31
190.5,37.3,56,883,cull_sow,205.59
232,28.3,62.5,1016,cull_sow,240.18
230.1,24.8,70.1,891,cull_sow,258.56
217.5,23.1,66.4,640,cull_sow,242.29
227.6,26,65.9,766,cull_sow,248.02
214.3,24.2,59.9,875,cull_sow,228.7
221.1,28.4,66.9,1019,cull_sow,245.64
203.7,28.4,73,1045,cull_sow,232.33
212.3,25.6,67.1,1116,cull_sow,237.12
197.4,33,62,870,cull_sow,232.77
235.3,24.8,59.5,964,cull_sow,264.6
240.4,26.6,62.1,632,cull_sow,263.98
237.6,28.9,69.4,914,cull_sow,269.27
201.8,29.7,69.1,689,cull_sow,226.1
190.9,30.8,62.2,841,cull_sow,213.25
235.5,28.3,53.7,1304,cull_sow,268.39
220.9,30.2,69.5,896,cull_sow,238.66
216.6,25,61.6,720,cull_sow,239.94
197.3,29.8,71.1,911,cull_sow,230.9
218.5,29.7,62.5,772,cull_sow,244.4
188.3,31.5,61.1,706,cull_sow,206.98
222.7,22,67.9,1165,cull_sow,233.77
237.6,24.3,81.1,1010,cull_sow,247.54
242.6,29.5,71.5,902,cull_sow,285.64
224.2,19,67.8,791,cull_sow,251.44
182.4,28.5,69.2,803,cull_sow,200.69
213.9,30.2,56.5,1081,cull_sow,238.69
252.8,25.3,60.3,896,cull_sow,269.92
192.6,25.7,51.9,388,cull_sow,209.96
208.8,23.8,77.4,1213,cull_sow,227.19
238.3,25.4,76.2,877,cull_sow,254.15
222.3,25.5,69.4,902,cull_sow,230.46
259.6,25,67.8,1013,cull_sow,273.36
195.3,24.8,57.7,920,cull_sow,224.78
190.2,26.2,65.7,962,cull_sow,204.95
234.5,26.2,77.8,786,cull_sow,266.06
186.1,32.6,67.8,666,cull_sow,216.62
206.1,25.8,63.6,892,cull_sow,229.26
208.7,28,56.5,1065,cull_sow,228.05
230.7,25.3,75.3,753,cull_sow,258.36
222.3,25.2,66.6,741,cull_sow,243.4
219.1,21.9,56.5,1033,cull_sow,250.99
202,22.3,61.5,781,cull_sow,239.41
234.3,23.4,59.3,788,cull_sow,269.47
290.5,27.6,66.2,794,cull_sow,301.05
223.8,30.2,68.2,840,cull_sow,245.13
212,21.6,64,614,cull_sow,235.43
184,25.4,71.7,769,cull_sow,211.24
197.3,22.9,67.5,885,cull_sow,206.85
205.7,26.2,73.4,883,cull_sow,216.72
199.3,30.2,64.9,1024,cull_sow,232.7
209.7,25.7,85.3,1126,cull_sow,232.77
245.6,26.9,63.6,1077,cull_sow,258.7
234.9,31.4,61.6,987,cull_sow,250.14
206.8,28.4,60.8,828,cull_sow,232.42
185.8,24.7,65.7,757,cull_sow,201.65
236.7,27.5,56.7,853,cull_sow,261.81
209,24.5,68.8,938,cull_sow,225.38
175.5,28.3,55.6,973,cull_sow,181.44
224.2,28.5,68,943,cull_sow,260.41
230.5,22.9,58.9,832,cull_sow,256.99
161.5,27.5,64.7,968,cull_sow,179.84
193.5,26.6,70.6,1039,cull_sow,213.12
207.8,28.6,80.8,982,cull_sow,246.07
224.7,29.5,60.5,845,cull_sow,252.77
199.7,28.4,66.1,725,cull_sow,232.08
193.4,26.1,62.7,721,cull_sow,210.94
224.5,29.8,61.8,748,cull_sow,248.49
200.6,24.4,62.7,889,cull_sow,226.39
220.8,23,71.9,928,cull_sow,241.82
187.8,17.4,64.1,638,cull_sow,209.25
183,26.8,80.5,774,cull_sow,203.58
225.1,24.5,69.5,886,cull_sow,253.45
215.1,28.2,60.9,715,cull_sow,227.46
228.4,21.1,64.8,915,cull_sow,257.36
199.3,25.1,62.2,804,cull_sow,224.19
194.1,28.4,71.8,741,cull_sow,216.54
237.2,23.9,57.2,858,cull_sow,264.1
179.5,28.2,59,909,cull_sow,197.36
235,25.3,63.5,723,cull_sow,254.09
236.4,26.9,71.1,814,cull_sow,266.79
227.2,28.8,74.4,920,cull_sow,258.14
196.2,29.9,75.3,736,cull_sow,217.01
193.7,27.3,70.2,601,cull_sow,212.68
205.8,24.6,66.5,620,cull_sow,227.93
184.1,25.6,71.8,787,cull_sow,203.25
190.8,28.9,60.1,652,cull_sow,224.56
222.9,23.9,55.9,798,cull_sow,247.76
223,26.5,69.6,1100,cull_sow,248.19
189,25.8,61,643,cull_sow,203.19
223.5,26.7,66.6,808,cull_sow,253.91
219.1,24,67.7,1170,cull_sow,238.7
240.2,21.4,68.5,911,cull_sow,260.69
221.4,28.6,72.6,795,cull_sow,253.17
231.2,29.9,72,826,cull_sow,260.26
219.5,21.6,68.2,914,cull_sow,224.09
229.6,28.1,64.3,1104,cull_sow,252.68
184.3,30.2,67.6,770,cull_sow,208.04
207.6,28.8,63.4,736,cull_sow,227.94
209.2,25.7,65.8,643,cull_sow,234.1
205.1,24.2,82.7,865,cull_sow,217.42
218.9,27.2,68.1,639,cull_sow,220.82
222.7,27.7,69.7,780,cull_sow,239.97
217.8,27.3,62.8,714,cull_sow,243.51
206.5,26.5,73.1,1011,cull_sow,205.65
195.3,23.8,71.6,774,cull_sow,212.64
231.9,28.3,71.6,910,cull_sow,242.43
217,28.4,68.3,609,cull_sow,239.57
189.6,27.6,73.2,870,cull_sow,229.38
206.1,27.3,74.6,670,cull_sow,229.59
175.1,32,68.7,786,cull_sow,196.73
210.7,25.1,66.3,1182,cull_sow,241.21
206,30.8,72.4,990,cull_sow,230.95
198.5,24.8,61.6,831,cull_sow,219.03
241.7,30.3,62.7,1330,cull_sow,273.74
186.9,30.7,66.7,713,cull_sow,213.36
224.1,26.1,56.6,1025,cull_sow,248.93
253.7,32,72,620,cull_sow,279.67
231.5,28.4,61.2,813,cull_sow,252.55
209.4,24.4,64.2,648,cull_sow,240.05
187.3,25.9,65.7,889,cull_sow,207.11
182.8,30.4,67.2,858,cull_sow,215.23
201.8,29.8,64.9,804,cull_sow,216.49
196.3,23.8,66.6,1014,cull_sow,230.91
195.6,26.6,66.6,765,cull_sow,222.48
203.5,27.6,64.3,899,cull_sow,218.79
208,25.5,62.4,973,cull_sow,234.95
219.7,34.1,73.5,628,cull_sow,240.18
185.2,27.7,54.4,738,cull_sow,205.61
196.4,26.8,65.8,858,cull_sow,215.49
206.8,30.6,64.2,945,cull_sow,228.92
206.1,25.9,69.5,1063,cull_sow,237.84
246.7,30,58.3,818,cull_sow,274.84
214.6,22,64,803,cull_sow,229.13
177.7,25.6,66.4,719,cull_sow,191.32
218.4,30.1,73.4,899,cull_sow,246.17
220.9,31.7,69,805,cull_sow,248.49
207.5,24.7,59.9,809,cull_sow,224.46
185.7,24.3,64.1,836,cull_sow,220.54
245.2,28.7,72.3,933,cull_sow,278.43
188.6,25.1,59.8,765,cull_sow,204.99
223.2,26.2,66.5,734,cull_sow,241.88
214,29.6,66.9,915,cull_sow,236.26
222,25.4,64.7,396,cull_sow,243.39
244.1,21.1,83.2,759,cull_sow,282.99
221.2,23.1,64.5,677,cull_sow,253.04
198.8,27,69.7,1030,cull_sow,222.96
232.1,21.4,62.4,784,cull_sow,261.61
197.4,26.1,70.2,766,cull_sow,227.89
213.3,22.8,72.2,843,cull_sow,238.87
184.1,31.9,63.5,761,cull_sow,209.23
189.3,33.5,66.7,790,cull_sow,216.86
211,23.8,61.6,865,cull_sow,237.77
217.4,27.8,60.1,787,cull_sow,234.06
176,24.1,73.2,786,cull_sow,194.02
219.9,26.1,63.7,698,cull_sow,241.33
193.6,32.4,52.5,677,cull_sow,208.13
235.6,25.6,77.6,859,cull_sow,251.12
203,26.1,62.2,896,cull_sow,231
187.5,24.2,65.5,636,cull_sow,212.75
211.5,30.4,76.8,964,cull_sow,226.72
191.7,17.2,66.1,965,cull_sow,212.58
235.4,25.7,66,996,cull_sow,258.9
210,26.9,59.6,895,cull_sow,233.88
207,25,57.2,946,cull_sow,220.13
221.8,29.6,66,1178,cull_sow,235.26
189.9,30.6,69.2,805,cull_sow,217.39
184.2,22.8,68.8,693,cull_sow,194.9
218.2,33.3,64.1,620,cull_sow,240.07
188,22.7,67.1,1113,cull_sow,208.21
188,30.9,56,1115,cull_sow,207.61
226.7,27.4,69.8,711,cull_sow,254.02
220.5,25.5,68,741,cull_sow,257.91
184.9,25.8,78.8,801,cull_sow,197.11
197.6,26.9,67,1034,cull_sow,227.89
191.9,27.6,61.3,657,cull_sow,193.66
245.5,24.2,66.7,555,cull_sow,282.26
228.1,26.3,65,1175,cull_sow,236.16
201.6,24.7,69.6,897,cull_sow,245.09
221.5,23.4,67.2,918,cull_sow,242.9
182.9,24.5,59.4,819,cull_sow,214.25
196.5,23.6,57.2,920,cull_sow,226.44
212.1,25.7,68.6,623,cull_sow,232.93
219,28.3,75.3,724,cull_sow,242.13
208.1,27.4,67.5,866,cull_sow,225.31
215,32.9,71.9,509,cull_sow,246.43
211.6,20.4,73.1,805,cull_sow,233.41
206.7,28.4,68.6,795,cull_sow,224.2
204.1,27,62.1,805,cull_sow,231.02
201.5,29.4,68.2,767,cull_sow,218.04
214.6,29.1,74.2,701,cull_sow,237.54
218.2,26.5,70.2,577,cull_sow,244.01
214,27.5,71.5,872,cull_sow,233.86
186.4,24.8,64.2,805,cull_sow,204.63
190,28.8,65.8,644,cull_sow,224.94
218,21.4,66.3,859,cull_sow,240.53
239.4,29.3,66.7,806,cull_sow,261.83
213,26.9,74,781,cull_sow,237.05
201.8,25.5,52.9,526,cull_sow,226.11
214.5,26.3,67.2,952,cull_sow,230.39
187.3,26.5,66.5,665,cull_sow,213.38
236.2,30.9,58.8,859,cull_sow,261.82
213.7,36.7,71,729,cull_sow,224.28
196.6,30.7,62.7,792,cull_sow,233.32
206.7,25.3,64.9,1023,cull_sow,241.7
199.5,28.9,78.1,930,cull_sow,218.69
236.2,29,73.1,1020,cull_sow,253.65
206,24.2,70.4,900,cull_sow,232.2
213.1,23.2,69.3,909,cull_sow,226.21
221.5,26.8,66,583,cull_sow,256.69
195.2,29.4,79,802,cull_sow,217.01
213.9,22.2,71.8,816,cull_sow,251.93
215.5,24.8,62.5,1034,cull_sow,232.18
178.9,28.7,58.6,774,cull_sow,198.67
215.1,27.1,70.4,890,cull_sow,250.07
209.1,31.2,66.7,884,cull_sow,230.31
212.6,22.8,58.4,1024,cull_sow,237.09
210.7,34.1,69.6,830,cull_sow,243.9
215.2,22.4,65.4,974,cull_sow,234.59
236.7,20.9,70.2,594,cull_sow,252.48
186.4,26.8,69.7,608,cull_sow,197.99
203.2,23.6,63.4,507,cull_sow,230.71
223.3,26.9,70.8,968,cull_sow,251.74
219.6,26.8,64,951,cull_sow,251.87
219.2,26.4,64.4,985,cull_sow,240.85
265.1,24.5,63.8,748,cull_sow,279.67
222.3,28.3,73.8,765,cull_sow,229.35
232.6,26,65.3,832,cull_sow,280.23
203.9,30.3,75.2,1067,cull_sow,233.35
190.1,26.5,77.7,1104,cull_sow,216.24
203.7,24.1,62.6,969,cull_sow,228.63
224.2,21.9,49.5,900,cull_sow,233.86
218.1,26.5,73.3,1050,cull_sow,237.31
218.1,23.2,64.9,812,cull_sow,255.93
205.7,23,61.8,791,cull_sow,233.61
202.5,28.6,63.5,831,cull_sow,219.22
206.4,21.7,64.5,703,cull_sow,219.81
224.5,31.2,74.8,824,cull_sow,246.56
226.8,27.5,68,682,cull_sow,249.22
189.9,26.9,74.7,1004,cull_sow,230.73
225.2,23.9,70,932,cull_sow,248.95
197,29.3,65.1,1064,cull_sow,210.35
219.4,27,64.7,606,cull_sow,242.84
206.2,24.9,70.4,1135,cull_sow,232.7
241.3,27.6,71.9,614,cull_sow,257.5
201.6,22,73,670,cull_sow,229.5
213.6,22.1,65.4,757,cull_sow,247.03
222.1,23.6,68.1,1046,cull_sow,247.93
192.5,28,70.5,884,cull_sow,209.85
208.5,27,64.7,813,cull_sow,227.63
204.7,30.1,60.2,731,cull_sow,213.7
199.7,24.2,62.2,644,cull_sow,221.05
201.2,28.7,65.6,1020,cull_sow,226.87
232.2,26.7,71,970,cull_sow,250.84
198,24.2,74.6,1053,cull_sow,238.34
221.3,28.2,58.9,910,cull_sow,250.48
216.3,26.8,63.4,454,cull_sow,225.45
182.1,25.1,64.9,663,cull_sow,190.01
220.4,27.1,71.8,920,cull_sow,237.91
181.7,26.6,63.8,795,cull_sow,216.13
222.6,26.5,64.4,766,cull_sow,253.74
199.9,25.8,58.5,685,cull_sow,234.58
210.2,23.1,69.9,992,cull_sow,234.77
184.1,27.2,66,918,cull_sow,204.83
212.4,24.6,63.1,925,cull_sow,225.66
228.5,23.9,65.4,755,cull_sow,255.8
193.9,26.3,73.8,876,cull_sow,216.79
197.9,29.2,61,649,cull_sow,218.12
219.1,27.6,62,831,cull_sow,255.4
219.6,25.4,74.5,471,cull_sow,244.47
161.3,25.3,67.5,615,cull_sow,193.51
250.3,28.9,71,802,cull_sow,264.31
220.6,19.8,69.4,1206,cull_sow,267.01
223.9,29.4,66.8,580,cull_sow,245.47
207.1,21.4,64.9,663,cull_sow,236.09
172.9,22.8,72,883,cull_sow,202.88
223.5,25.5,74,1115,cull_sow,245.5
198.7,33.5,73.5,880,cull_sow,229.89
220.9,32,59.9,955,cull_sow,250.89
205.6,29.1,74.8,799,cull_sow,225.13
214.8,28.1,64.9,773,cull_sow,232.91
194.5,21.4,62.5,862,cull_sow,217.09
227.3,27.5,66,751,cull_sow,250.94
186.2,25.4,72,959,cull_sow,221.06
254.9,24.5,70.2,609,cull_sow,287.31
254.8,27.5,65.5,983,cull_sow,280.08
242.7,25.6,72,856,cull_sow,274.08
235.5,29.6,67.8,818,cull_sow,244.46
208.3,21.2,63.6,604,cull_sow,226.51
233.3,27.2,62.8,703,cull_sow,259.83
208.1,24.4,69.5,1030,cull_sow,241.33
178.9,25.8,66.5,819,cull_sow,202.74
240.1,27.9,58.7,892,cull_sow,275.51
232.6,23.6,72.1,718,cull_sow,265.59
209.4,27.5,64.1,846,cull_sow,228.78
185.5,26.4,76.6,644,cull_sow,208.97
198.3,25,58.6,865,cull_sow,223.2
173.6,25.6,65.9,906,cull_sow,191.87
228.9,26.5,62.8,898,cull_sow,265.16
177.9,24.7,61.1,714,cull_sow,190.15
215.7,27,64.1,799,cull_sow,241.83
193.1,26.2,77.6,931,cull_sow,224.16
181.5,25.2,67.9,818,cull_sow,201.65
214.8,31.8,62.2,807,cull_sow,233.67
203.3,28.2,56,1136,cull_sow,224.06
226.8,25.9,56.7,707,cull_sow,255.98
184.6,27.4,63.8,1012,cull_sow,202.59
194.9,23.9,63.2,677,cull_sow,208.73
162.2,25.7,65.7,948,cull_sow,192.65
166.3,26,53.4,956,cull_sow,188.49
246,23.3,66.4,773,cull_sow,279.64
251.7,28.2,73.2,667,cull_sow,285
211.9,25.5,76.7,554,cull_sow,255.27
193.5,25.9,55.6,758,cull_sow,223.21
204,25.3,62.2,929,cull_sow,220.85
227.5,35.9,61.9,688,cull_sow,255.02
199.7,25,67.9,865,cull_sow,218.81
214.8,20.8,59.7,629,cull_sow,233.85
209.7,22.2,77.1,815,cull_sow,224.3
198.6,29.3,67.3,678,cull_sow,219.7
199.5,31,66.3,838,cull_sow,227.1
215.9,25,76.6,775,cull_sow,241.49
190.5,30.8,66.9,671,cull_sow,204.61
219,29.2,69.4,751,cull_sow,231.65
200.6,26.4,62.5,710,cull_sow,240.02
212.5,26.2,58.8,653,cull_sow,237.49
237.7,27.5,63.3,1012,cull_sow,255.65
206.6,29.6,80.1,796,cull_sow,236.64
228.4,28.2,70.8,520,cull_sow,271.49
174.2,25,68.6,757,cull_sow,201.59
200.6,26.5,61.1,987,cull_sow,200.55
210.6,32.9,72.5,736,cull_sow,256.85
248.5,27.8,58.9,1075,cull_sow,257.91
170.8,29.6,57.6,722,cull_sow,189.21
208.1,28.6,63.6,926,cull_sow,222.16
239.1,27.8,78.7,1005,cull_sow,260.87
